Search_Tgt,Target_name,RA(J2000),Dec(J2000),NAIF_ID,Instrument/Mode,AORKEY,AOR_label,reqbegintime,reqendtime,progid,PI
GRB050319,GRB050319,154.199,43.548583,,IRAC Map,23492864,GRB050319 -IRAC,2007-12-29 10:22:35,2007-12-29 12:34:46,40599,"Chary, Ranga-Ram"
GRB050318,GRB050318,49.713125,-46.395472,,IRAC Map PC,46316288,GRB050318,2012-11-07 18:07:09,2012-11-07 19:46:30,90062,"Perley, Daniel A"
GRB050315,GRB050315,306.475417,-42.600611,,IRAC Map PC,46316544,GRB050315,2012-11-25 18:50:49,2012-11-25 20:30:23,90062,"Perley, Daniel A"
GRB050223,2008 WK32,,,2476904.0,IRAC Map PC,61974528,(2008_WK32) [6000s],2017-11-29 17:50:05,2017-11-29 19:40:51,13006,"Trilling, David E"
GRB050223,GRB050223,271.385417,-62.4725,,IRAC Map,17184512,IRAC-0001 - GRB050223,2006-09-19 05:48:37,2006-09-19 06:00:13,272,"Le Floc'h, Emeric"
GRB050219B,GRB050219B,81.316917,-57.757806,,IRAC Map PC,46316800,GRB050219B,2012-11-08 21:26:15,2012-11-08 22:24:39,90062,"Perley, Daniel A"
GRB050219,GRB050219A,166.4,-40.683333000000005,,IRAC Map,17179648,IRAC-0001 - GRB050219A,2006-06-05 18:50:36,2006-06-05 19:02:13,272,"Le Floc'h, Emeric"
GRB050128,GRB050128,219.573583,-34.765194,,IRAC Map PC,46317056,GRB050128,2013-04-17 22:27:44,2013-04-18 01:46:28,90062,"Perley, Daniel A"
GRB050124,GRB050124,192.877208,13.044194000000001,,IRAC Map PC,46317312,GRB050124,2013-04-10 23:10:28,2013-04-11 00:08:58,90062,"Perley, Daniel A"
GRB041220,W1925+60,291.30975,60.632259999999995,,IRAC Map PC,41393152,W12 - W1925+60,2011-01-03 09:47:03,2011-01-03 09:53:43,70162,"Eisenhardt, Peter"
GRB041219,119.80720GLIMPSE,5.919347,63.185607,,IRAC Map PC,38724352,l119.80720+00.48250.20100201,2010-02-15 05:25:07,2010-02-15 06:19:59,60020,"Whitney, Barbara A"
GRB041219,119.99770GLIMPSE,6.381792,63.016443,,IRAC Map PC,38775040,l119.99770+00.29250.20100221,2010-02-22 02:06:11,2010-02-22 02:50:57,60020,"Whitney, Barbara A"
GRB041016,014354.33-041826.4,25.851848,-4.3069809999999995,,IRAC Map PC,60920576,J014354_map_3by4,2016-10-23 14:11:26,2016-10-23 18:31:42,13054,"Hatch, Nina"
GRB041006,SDSSJ005516.98+010844.7,13.820788,1.145764,,IRAC Map PC,34898176,IRACPC-1OBJ-0107,2009-08-24 04:51:50,2009-08-24 04:58:17,60139,"Richards, Gordon T"
GRB041006,SPIES-05537,13.906,-0.008333,,IRAC Map PC,46976768,IRACPC-SPIES-05537,2014-10-20 16:20:24,2014-10-20 21:33:14,90045,"Richards, Gordon T"
GRB041006,SPIES-05524,13.854,0.008333,,IRAC Map PC,46980608,IRACPC-SPIES-05524,2014-10-20 21:34:09,2014-10-21 02:47:06,90045,"Richards, Gordon T"
GRB041006,SHELA-shela-3-ep1,14.266667000000002,0.8805559999999999,,IRAC Map PC,42847488,IRACPC-SHELA-shela-3-ep1,2011-09-30 07:50:45,2011-09-30 10:33:02,80100,"Papovich, Casey"
GRB041006,SHELA-shela-3-ep3,14.3,0.8805559999999999,,IRAC Map PC,42846976,IRACPC-SHELA-shela-3-ep3,2012-09-29 08:30:28,2012-09-29 11:11:50,80100,"Papovich, Casey"
GRB041006,GRB041006,13.709042000000002,1.235278,,IRAC Map,14566912,IRAC-GRB041006,2005-12-22 23:12:37,2005-12-22 23:20:21,20370,"Le Floc'h, Emeric"
GRB040924,GRB040924,31.593833,16.113472,,IRAC Map,14567424,IRAC-GRB040924,2005-08-21 16:02:40,2005-08-21 16:10:22,20370,"Le Floc'h, Emeric"
GRB040912X,2000 OM,,,3046608.0,IRAC Map PC,44166656,(2000_OM) [4000s],2011-08-28 20:19:55,2011-08-28 22:56:29,61010,"Trilling, David E"
GRB040912X,SPIES-235639,359.166,-0.008333,,IRAC Map PC,46953216,IRACPC-SPIES-235639,2014-10-06 00:17:04,2014-10-06 05:29:53,90045,"Richards, Gordon T"
GRB040912X,SPIES-235627,359.114,0.008333,,IRAC Map PC,46956288,IRACPC-SPIES-235627,2014-10-06 05:30:49,2014-10-06 10:43:44,90045,"Richards, Gordon T"
GRB040912X,SPIES-235359,358.496,-0.008333,,IRAC Map PC,46967808,IRACPC-SPIES-235359,2014-09-30 22:32:02,2014-10-01 03:43:17,90045,"Richards, Gordon T"
GRB040912X,SPIES-235346,358.444,0.008333,,IRAC Map PC,46970624,IRACPC-SPIES-235346,2014-10-01 03:44:13,2014-10-01 08:55:38,90045,"Richards, Gordon T"
GRB040903X,5.11817GLIMPSE,271.055101,-25.426837,,IRAC Map,21274880,l005.11817-01.79648.20070514,2007-05-15 08:34:06,2007-05-15 08:46:56,30570,"Benjamin, Robert A"
GRB040903X,5.19531GLIMPSE,270.570912,-25.090927,,IRAC Map,21293568,l005.19531-01.25000.20070509,2007-05-17 12:28:13,2007-05-17 12:45:27,30570,"Benjamin, Robert A"
GRB040903X,5.12011GLIMPSE,271.06476200000003,-25.42952,,IRAC Map,21307392,l005.12011-01.80540.20070508,2007-05-10 11:13:04,2007-05-10 11:33:08,30570,"Benjamin, Robert A"
GRB040903X,5.39272GLIMPSE,271.649942,-25.413076999999998,,IRAC Map,20238080,l005.39272-02.25859.20060924,2006-09-27 20:01:08,2006-09-27 20:40:15,30570,"Benjamin, Robert A"
GRB040903X,5.71847GLIMPSE,271.739367,-25.08557,,IRAC Map,20249600,l005.71847-02.17000.20060924,2006-09-27 19:16:25,2006-09-27 20:00:19,30570,"Benjamin, Robert A"
GRB040903X,4.76287GLIMPSE,270.191826,-25.393261,,IRAC Map PC,58060544,l004.76287-01.10150.20160711,2016-07-12 00:56:41,2016-07-12 01:21:24,12023,"Benjamin, Robert A"
GRB040903X,4.14240GLIMPSE,268.82484500000004,-25.396579,,IRAC Map,14312448,l004.14240-00.03378.20050406,2006-04-28 05:21:09,2006-04-28 06:13:52,20201,"Churchwell, Ed"
GRB040903X,4.51845GLIMPSE,269.033526,-25.07134,,IRAC Map,14312704,l004.51845-00.03298.20050406,2006-04-28 06:15:21,2006-04-28 07:08:04,20201,"Churchwell, Ed"
GRB040903X,4.51546GLIMPSE,269.01270800000003,-25.06382,,IRAC Map,14342400,l004.51546-00.01290.20050927,2005-09-22 21:45:42,2005-09-22 23:14:36,20201,"Churchwell, Ed"
GRB040903X,4.13631GLIMPSE,268.800867,-25.390974,,IRAC Map,14342144,l004.13631-00.01225.20050927,2005-09-22 20:15:49,2005-09-22 21:44:43,20201,"Churchwell, Ed"
GRB040827,MOOPS_1516-1621,229.107018,-16.364655,,IRAC Map PC,55369216,MADCOWS - MOOPS_1516-1621,2015-11-13 13:34:21,2015-11-13 13:42:22,11080,"Gonzalez, Anthony H"
GRB040701X,GRB040701,311.94291699999997,-40.236944,,IRAC Map,14567936,IRAC-GRB040701,2005-10-21 00:40:46,2005-10-21 00:48:30,20370,"Le Floc'h, Emeric"
GRB040624,2MASS J12583997-0254131,194.666542,-2.903639,,IRAC Map PC,44208128,DirbeField_05 - North,2011-09-04 01:15:05,2011-09-04 01:45:42,1330,"Calibration, IRAC"
GRB040223,342.24225GLIMPSE,251.483337,-42.140346,,IRAC Map,21282048,l342.24225+02.15796.20070401,2007-04-02 06:28:55,2007-04-02 07:19:31,30570,"Benjamin, Robert A"
GRB040223,341.97504GLIMPSE,251.411041,-42.445958000000005,,IRAC Map,21318656,l341.97504+02.00000.20070401,2007-04-02 07:20:30,2007-04-02 08:19:43,30570,"Benjamin, Robert A"
GRB031220,590,69.767083,7.278194,,IRAC Map PC,48166144,Planck - 590,2013-11-09 03:11:36,2013-11-09 03:22:20,90233,"Lawrence, Charles"
GRB031203,GRB031203,120.625,-39.85125,,IRAC Map,14564864,IRAC-GRB031203,2005-11-29 11:58:01,2005-11-29 12:05:43,20370,"Le Floc'h, Emeric"
GRB031111,WD0447+176,72.55833299999999,17.701667,,IRAC Map,10121472,irac5 - WD0447+176,2005-02-21 12:50:13,2005-02-21 12:55:17,2313,"Kuchner, Marc J"
GRB030528X,GRB030528,256.008333,-22.65,,IRAC Map,17176064,IRAC-0001 - GRB030528,2006-09-19 05:25:34,2006-09-19 05:37:09,272,"Le Floc'h, Emeric"
GRB030509,ecc_584,81.32208299999999,7.169722,,IRAC Map PC,42299648,IRACPC-ECC584,2011-11-10 03:06:35,2011-11-10 04:39:55,80053,"Paladini, Roberta"
GRB030509,HD_35714,81.74995799999999,7.170278,,IRAC Map,22951168,IRAC-0000 - HD_35714,2007-10-17 06:12:07,2007-10-17 06:15:29,40357,"Mamajek, Eric E"
GRB030509,HD_35656,81.661792,6.868666999999999,,IRAC Map,22950912,IRAC-0000 - HD_35656,2007-10-17 06:16:12,2007-10-17 06:19:34,40357,"Mamajek, Eric E"
GRB030501,40.15965GLIMPSE,286.17517599999996,6.425968,,IRAC Map,11966720,l040.15965-00.00667.20041009,2004-10-09 04:21:09,2004-10-09 05:26:30,187,"Churchwell, Ed"
GRB030501,39.77992GLIMPSE,285.999733,6.088654,,IRAC Map,11969792,l039.77992-00.00644.20041009,2004-10-09 03:14:35,2004-10-09 04:19:57,187,"Churchwell, Ed"
GRB030429X,GRB030429,183.28125,-20.913806,,IRAC Map,23488512,GRB030429 -IRAC,2008-07-18 01:15:30,2008-07-18 02:24:57,40599,"Chary, Ranga-Ram"
GRB030429X,GRB030429,183.28125,-20.913806,,IRAC Map,14568192,IRAC-GRB030429,2006-02-11 16:54:18,2006-02-11 17:02:01,20370,"Le Floc'h, Emeric"
GRB030416X,SDSS110636.79-024505.2,166.653292,-2.751444,,IRAC Map,18071552,IRAC-0000 - SDSS110636.79-024505.2,2006-12-27 16:56:44,2006-12-27 17:00:31,30344,"Jarvis, Matt J"
GRB030329,GRB030329A,161.208167,21.5215,,IRAC Map PC,62061056,GRB030329A,2017-03-31 20:46:51,2017-03-31 21:51:36,13104,"Perley, Daniel A"
GRB030329,GRB030329,161.208333,21.521611,,IRAC Map,14565376,IRAC-GRB030329,2005-12-24 23:18:47,2005-12-24 23:26:30,20370,"Le Floc'h, Emeric"
GRB030328,GRB030328,182.701667,-9.347583,,IRAC Map,14568704,IRAC-GRB030328,2006-02-11 16:44:08,2006-02-11 16:51:52,20370,"Le Floc'h, Emeric"
GRB030324,9400 1994 TW1,,,2009400.0,IRAC Map PC,52517632,9400_(1994_TW1) [1200s],2016-04-17 05:02:31,2016-04-17 05:24:48,11002,"Trilling, David E"
GRB030323,GRB030323,166.539083,-21.799528,,IRAC Map,23483392,GRB030323 -IRAC,2008-06-17 18:08:19,2008-06-17 20:21:22,40599,"Chary, Ranga-Ram"
GRB030320,3.55312GLIMPSE,267.199545,-25.210871,,IRAC Map PC,58071296,l003.55312+01.32500.20160717,2016-07-16 02:15:38,2016-07-16 02:52:04,12023,"Benjamin, Robert A"
GRB030320,4.21466GLIMPSE,268.832906,-25.317147,,IRAC Map PC,58076672,l004.21466+00.00000.20151213,2015-12-15 21:39:57,2015-12-15 22:25:35,12023,"Benjamin, Robert A"
GRB030320,3.28722GLIMPSE,267.04792799999996,-25.438648999999998,,IRAC Map PC,58071040,l003.28722+01.32500.20160717,2016-07-15 21:49:50,2016-07-15 22:26:16,12023,"Benjamin, Robert A"
GRB030320,3.81912GLIMPSE,267.350626,-24.982838,,IRAC Map PC,58071552,l003.81912+01.32500.20160717,2016-07-16 02:53:13,2016-07-16 03:29:39,12023,"Benjamin, Robert A"
GRB030320,4.49501GLIMPSE,268.989038,-25.074997,,IRAC Map PC,58076928,l004.49501+00.00000.20151213,2015-12-15 22:29:40,2015-12-15 23:15:19,12023,"Benjamin, Robert A"
GRB030320,3.93422GLIMPSE,268.676099,-25.55921,,IRAC Map PC,58076416,l003.93422+00.00000.20151213,2015-12-15 20:53:06,2015-12-15 21:38:44,12023,"Benjamin, Robert A"
GRB030320,4.51845GLIMPSE,269.033526,-25.07134,,IRAC Map,14312704,l004.51845-00.03298.20050406,2006-04-28 06:15:21,2006-04-28 07:08:04,20201,"Churchwell, Ed"
GRB030320,4.13631GLIMPSE,268.800867,-25.390974,,IRAC Map,14342144,l004.13631-00.01225.20050927,2005-09-22 20:15:49,2005-09-22 21:44:43,20201,"Churchwell, Ed"
GRB030320,4.51546GLIMPSE,269.01270800000003,-25.06382,,IRAC Map,14342400,l004.51546-00.01290.20050927,2005-09-22 21:45:42,2005-09-22 23:14:36,20201,"Churchwell, Ed"
GRB030320,4.14240GLIMPSE,268.82484500000004,-25.396579,,IRAC Map,14312448,l004.14240-00.03378.20050406,2006-04-28 05:21:09,2006-04-28 06:13:52,20201,"Churchwell, Ed"
GRB030227,RXJ0457.5+2014 - clus,74.3775,20.241389,,IRAC Map,5660928,EVANS-WTTS-IRAC - RXJ0457.5+2014 - clus,2004-09-07 22:44:26,2004-09-07 22:48:55,173,"Evans, Neal"
GRB030226,GRB030226,173.270542,25.898694,,IRAC Map PC,62060800,GRB030226,2017-08-15 21:23:44,2017-08-15 22:28:28,13104,"Perley, Daniel A"
GRB030131,cl1324_north-2,201.220833,30.886389,,IRAC Map PC,34790400,cl1324_north_wIRAC,2010-07-08 06:05:32,2010-07-08 12:10:21,60095,"Gal, Roy R"
GRB030115,GRB030115,169.63595800000002,15.049972,,IRAC Map PC,46317568,GRB030115,2013-08-03 04:18:59,2013-08-03 05:17:21,90062,"Perley, Daniel A"
GRB021211,GRB021211,122.2495,6.727194,,IRAC Map,14566144,IRAC-GRB021211,2005-11-02 12:39:20,2005-11-02 12:47:04,20370,"Le Floc'h, Emeric"
GRB021206,GRB021206,240.195,-9.71,,IRAC Map,17182976,IRAC-0001 - GRB021206,2006-08-10 05:23:00,2006-08-10 05:34:37,272,"Le Floc'h, Emeric"
GRB021201,LHS5134,122.05666699999999,21.1025,,IRAC Map PC,34717184,epoch2-LHS5134,2009-12-03 22:05:37,2009-12-03 22:10:16,60046,"Luhman, Kevin L"
GRB021201,LHS 5134,122.05666699999999,21.1025,,IRAC Map,10697984,XR1W,2004-11-01 04:59:34,2004-11-01 05:06:57,3286,"Reid, Iain N"
GRB021125,63.78661GLIMPSE,296.270584,28.107783,,IRAC Map PC,45933568,l063.78661+01.87700.20121220,2012-12-22 18:49:32,2012-12-22 20:34:30,80074,"Whitney, Barbara A"
GRB021125,63.48950GLIMPSE,296.102724,27.850479999999997,,IRAC Map PC,45921280,l063.48950+01.87700.20121220,2012-12-22 17:03:12,2012-12-22 18:48:11,80074,"Whitney, Barbara A"
GRB021125,64.08360GLIMPSE,296.43913100000003,28.364803000000002,,IRAC Map PC,45932800,l064.08360+01.87700.20121220,2012-12-23 18:02:43,2012-12-23 19:47:40,80074,"Whitney, Barbara A"
GRB021113,W0134+40,23.5803,40.5139,,IRAC Map PC,40908032,W12 - W0134+40,2011-03-25 16:11:59,2011-03-25 16:18:40,70162,"Eisenhardt, Peter"
GRB021104X,WISE0353+37,58.49866,37.909262,,IRAC Map PC,44556544,WISE BD - epoch 2 (Ch1) - WISE0353+37,2011-11-17 18:51:50,2011-11-17 18:55:02,80109,"Kirkpatrick, J.Davy"
GRB021104X,WISE0353+37,58.488374,37.926379,,IRAC Map PC,41772288,Ch1&2 (epoch 1) - WISE0353+37,2011-04-14 19:14:55,2011-04-14 19:21:32,70062,"Kirkpatrick, J.Davy"
GRB021023,l231.62613d-0.46161d,110.78733999999999,-16.051143,,IRAC Map PC,44297472,l231.62613d-0.46161d,2012-01-02 20:46:17,2012-01-02 20:49:52,61073,"Whitney, Barbara A"
GRB021023,231.35278GLIMPSE,111.375694,-16.395433999999998,,IRAC Map PC,38366464,l231.35278-00.13000.20091202,2009-12-06 03:57:48,2009-12-06 05:10:16,61071,"Whitney, Barbara A"
GRB021023,230.93304GLIMPSE,111.168411,-16.025889000000003,,IRAC Map PC,38355456,l230.93304-00.13000.20091202,2009-12-04 22:45:37,2009-12-05 00:02:16,61071,"Whitney, Barbara A"
GRB021020,94.95309GLIMPSE,322.97213999999997,52.163,,IRAC Map PC,37868800,l094.95309+00.48000.20090907,2009-09-12 08:45:25,2009-09-12 10:06:05,60020,"Whitney, Barbara A"
GRB021020,94.58398GLIMPSE,322.533801,51.910958,,IRAC Map PC,37873920,l094.58398+00.48000.20090907,2009-09-11 09:08:46,2009-09-11 10:23:40,60020,"Whitney, Barbara A"
GRB021020,94.21487GLIMPSE,322.100348,51.657321,,IRAC Map PC,37861120,l094.21487+00.48000.20090907,2009-09-11 05:05:10,2009-09-11 06:19:39,60020,"Whitney, Barbara A"
GRB021020,94.31062GLIMPSE,321.482579,52.192609000000004,,IRAC Map PC,38232064,l094.31062+01.13000.20091215,2009-12-16 04:09:39,2009-12-16 05:00:14,60020,"Whitney, Barbara A"
GRB021008,J124642.8+442351,191.678583,44.397556,,IRAC Map PC,43934208,ch1_low - J124642.8+442351,2013-03-10 20:20:03,2013-03-10 20:23:20,80161,"Blanton, Elizabeth L"
GRB021004,GRB021004,6.727875,18.928139,,IRAC Map,23486464,GRB021004 -IRAC,2007-08-07 02:31:03,2007-08-07 03:26:07,40599,"Chary, Ranga-Ram"
GRB021004,MOO_0026+1855,6.674776,18.931935,,IRAC Map PC,55171072,MADCOWS - MOO_0026+1855,2016-11-06 15:53:23,2016-11-06 16:01:24,11080,"Gonzalez, Anthony H"
GRB021004,WISE0027+19,6.778746000000001,19.255116,,IRAC Map PC,45064192,Ch 1&2 (epoch 1) - WISE0027+19,2012-09-03 01:15:08,2012-09-03 01:21:47,80109,"Kirkpatrick, J.Davy"
GRB020923,NGC5480,211.63125,50.725,,IRAC Map,16327424,SIGS-NGC5480/NGC5481,2005-12-23 11:51:38,2005-12-23 12:06:18,20140,"Zezas, Andreas"
GRB020903X,GRB020903,342.176417,-20.76925,,IRAC Map,14564352,IRAC-GRB020903,2006-07-07 22:50:06,2006-07-07 22:57:50,20370,"Le Floc'h, Emeric"
GRB020819B,GRB 020819,351.831167,6.265528,,IRAC Map,19048448,IRAC-GRB020819,2006-12-25 20:34:30,2006-12-25 20:39:50,30834,"Savaglio, Sandra"
GRB020819B,GRB020819,351.831167,6.265528,,IRAC Map,17178368,IRAC-0001 - GRB020819,2006-07-08 05:01:31,2006-07-08 05:13:06,272,"Le Floc'h, Emeric"
GRB020813,GRB020813,296.674458,-19.601333,,IRAC Map,14566400,IRAC-GRB020813,2005-10-21 09:44:49,2005-10-21 09:52:32,20370,"Le Floc'h, Emeric"
GRB020708,86326 1999 WK13,,,2086326.0,IRAC Map PC,32621824,86326_(1999_WK13) [100s],2010-01-11 02:42:55,2010-01-11 02:51:38,60012,"Trilling, David E"
GRB020531,GRB020531,228.7325,-19.415,,IRAC Map,14565120,IRAC-GRB020531,2005-07-25 19:06:17,2005-07-25 19:14:02,20370,"Le Floc'h, Emeric"
GRB020427X,GRB020427,332.3675,-65.325556,,IRAC Map,14564608,IRAC-GRB020427,2005-09-18 09:27:51,2005-09-18 09:35:35,20370,"Le Floc'h, Emeric"
GRB020409,2001 BY15,,,3070723.0,IRAC Map PC,61899520,(2001_BY15) [6000s],2018-06-30 05:05:08,2018-06-30 06:55:50,13006,"Trilling, David E"
GRB020409,WISE0843+66,130.891998,66.439459,,IRAC Map PC,44734464,Ch1&2 (epoch1) - WISE0843+66,2012-04-30 20:28:46,2012-04-30 20:35:26,80109,"Kirkpatrick, J.Davy"
GRB020405,GRB020405,209.513,-31.372833,,IRAC Map,14564096,IRAC-GRB020405,2005-07-24 08:59:46,2005-07-24 09:07:29,20370,"Le Floc'h, Emeric"
GRB020317X,MOO_1022+1235,155.620292,12.593233,,IRAC Map PC,48738304,ID - MOO_1022+1235,2013-07-07 22:53:46,2013-07-07 23:01:49,90177,"Gonzalez, Anthony H"
GRB020127,GRB020127,123.77375,36.741944000000004,,IRAC Map,17183488,IRAC-0001 - GRB020127,2006-11-25 12:16:14,2006-11-25 12:27:49,272,"Le Floc'h, Emeric"
GRB020124,GRB020124,143.20416699999998,-11.46,,IRAC Map,17184000,IRAC-0001 - GRB020124,2006-06-03 12:47:26,2006-06-03 12:59:01,272,"Le Floc'h, Emeric"
GRB020124,GRB020124,143.211667,-11.519722,,IRAC Map,23491328,GRB020124 -IRAC,2007-12-22 12:03:25,2007-12-22 14:15:39,40599,"Chary, Ranga-Ram"
GRB011211,GRB011211,168.824917,-21.948944,,IRAC Map,23493120,GRB011211 -IRAC,2008-07-18 04:42:34,2008-07-18 05:51:04,40599,"Chary, Ranga-Ram"
GRB011121,GRB 011121,173.623333,-76.028222,,IRAC Map,19047936,IRAC-GRB011121,2006-07-10 17:17:44,2006-07-10 17:23:11,30834,"Savaglio, Sandra"
GRB011121,cha1116527,173.455292,-76.311083,,IRAC Map,18372096,IRAC-cha1116527,2006-07-10 17:23:56,2006-07-10 17:27:34,30540,"Houck, James R."
GRB011030X,GRB011030,310.8975,77.288889,,IRAC Map,17178880,IRAC-0001 - GRB011030,2006-08-13 07:10:20,2006-08-13 07:21:56,272,"Le Floc'h, Emeric"
GRB010921,GRB010921,343.99958300000003,40.931360999999995,,IRAC Map,14565632,IRAC-GRB010921,2005-07-24 07:49:44,2005-07-24 07:57:27,20370,"Le Floc'h, Emeric"
GRB010612,MB150240,270.58720800000003,-31.997111,,IRAC Map PC,56435968,MGP15_MB150240_XXNNNNNN_W2_E06_T006_wk707_p6_s0117,2015-06-17 16:08:44,2015-06-17 16:12:27,11190,"Gould, Andrew"
GRB010612,MB150240,270.58720800000003,-31.997111,,IRAC Map PC,56438272,MGP15_MB150240_XXNNNNNN_W2_E02_T001_wk707_p2_s0055,2015-06-13 08:25:47,2015-06-13 08:29:30,11190,"Gould, Andrew"
GRB010612,MB150240,270.58720800000003,-31.997111,,IRAC Map PC,56510976,MGP15_MB150240_XXNNNNNN_W2_E04_T001_wk707_p4_s0060,2015-06-15 07:42:09,2015-06-15 07:45:52,11190,"Gould, Andrew"
GRB010612,MB150240,270.58720800000003,-31.997111,,IRAC Map PC,56522496,MGP15_MB150240_XXNNNNNN_W2_E01_T001_wk707_p1_s0054,2015-06-12 07:14:07,2015-06-12 07:17:50,11190,"Gould, Andrew"
GRB010612,MB150240,270.58720800000003,-31.997111,,IRAC Map PC,56551936,MGP15_MB150240_XXNNNNNN_W2_E02_T002_wk707_p2_s0131,2015-06-13 14:20:07,2015-06-13 14:23:51,11190,"Gould, Andrew"
GRB010612,MB150240,270.58720800000003,-31.997111,,IRAC Map PC,56602624,MGP15_MB150240_XXNNNNNN_W2_E04_T002_wk707_p4_s0173,2015-06-15 16:37:10,2015-06-15 16:40:53,11190,"Gould, Andrew"
GRB010612,MB150240,270.58720800000003,-31.997111,,IRAC Map PC,56604672,MGP15_MB150240_XXNNNNNN_W2_E05_T004_wk707_p5_s0091,2015-06-16 19:13:10,2015-06-16 19:16:53,11190,"Gould, Andrew"
GRB010612,MB150240,270.58720800000003,-31.997111,,IRAC Map PC,56589056,MGP15_MB150240_XXNNNNNN_W2_E03_T001_wk707_p3_s0055,2015-06-13 23:53:58,2015-06-13 23:57:42,11190,"Gould, Andrew"
GRB010612,MB150240,270.58720800000003,-31.997111,,IRAC Map PC,56613120,MGP15_MB150240_XXNNNNNN_W2_E04_T003_wk707_p4_s0262,2015-06-15 23:45:06,2015-06-15 23:48:49,11190,"Gould, Andrew"
GRB010612,MB150240,270.58720800000003,-31.997111,,IRAC Map PC,56568320,MGP15_MB150240_XXNNNNNN_W2_E07_T007_wk707_p7_s0026,2015-06-18 07:19:59,2015-06-18 07:23:42,11190,"Gould, Andrew"
GRB010612,MB150240,270.58720800000003,-31.997111,,IRAC Map PC,56666624,MGP15_MB150240_XXNNNNNN_W2_E06_T005_wk707_p6_s0014,2015-06-17 07:47:39,2015-06-17 07:51:23,11190,"Gould, Andrew"
GRB010612,MB150240,270.58720800000003,-31.997111,,IRAC Map PC,56632064,MGP15_MB150240_XXNNNNNN_W2_E01_T002_wk707_p1_s0125,2015-06-12 12:44:05,2015-06-12 12:47:49,11190,"Gould, Andrew"
GRB010612,MB150240,270.58720800000003,-31.997111,,IRAC Map PC,56700416,MGP15_MB150240_XXNNNNNN_W2_E03_T002_wk707_p3_s0136,2015-06-14 06:13:04,2015-06-14 06:16:47,11190,"Gould, Andrew"
GRB010612,MB150240_OB151076,270.58720800000003,-31.997111,,IRAC Map PC,56797952,MGP15_MB150240_OB151076_W3_E04_T003_wk708_p4_s0002,2015-06-21 03:19:36,2015-06-21 03:27:47,11191,"Gould, Andrew"
GRB010612,OB151076_OB150845,270.744792,-32.853694,,IRAC Map PC,56795392,MGP15_OB151076_OB150845_W3_E04_T004_wk708_p4_s0089,2015-06-21 14:41:23,2015-06-21 14:49:42,11191,"Gould, Andrew"
GRB010612,OB150845_MB150240,271.088708,-31.580556,,IRAC Map PC,56770304,MGP15_OB150845_MB150240_W3_E07_T051_wk708_p7_s0150,2015-06-23 13:32:46,2015-06-23 13:40:55,11191,"Gould, Andrew"
GRB010612,MB150240_OB150845,270.58720800000003,-31.997111,,IRAC Map PC,56867072,MGP15_MB150240_OB150845_W3_E09_T008_wk708_p9_s0060,2015-06-24 11:03:11,2015-06-24 11:11:19,11191,"Gould, Andrew"
GRB010612,OB151076_OB150448,270.744792,-32.853694,,IRAC Map PC,56868864,MGP15_OB151076_OB150448_W3_E01_T001_wk708_p1_s0060,2015-06-19 07:25:24,2015-06-19 07:33:53,11191,"Gould, Andrew"
GRB010612,MB150240_OB150845,270.58720800000003,-31.997111,,IRAC Map PC,56850432,MGP15_MB150240_OB150845_W3_E06_T005_wk708_p6_s0054,2015-06-22 09:52:30,2015-06-22 10:00:40,11191,"Gould, Andrew"
GRB010612,OB150845_OB150149,271.088708,-31.580556,,IRAC Map PC,56887552,MGP15_OB150845_OB150149_W3_E03_T020_wk708_p3_s0126,2015-06-20 21:09:12,2015-06-20 21:17:31,11191,"Gould, Andrew"
GRB010612,OB151076_OB150448,270.744792,-32.853694,,IRAC Map PC,56910592,MGP15_OB151076_OB150448_W3_E10_T009_wk708_p10_s0062,2015-06-25 02:03:36,2015-06-25 02:12:05,11191,"Gould, Andrew"
GRB010612,OB151076_OB150448,270.744792,-32.853694,,IRAC Map PC,56947712,MGP15_OB151076_OB150448_W3_E03_T002_wk708_p3_s0044,2015-06-20 10:05:24,2015-06-20 10:13:51,11191,"Gould, Andrew"
GRB010612,OB151076_OB150845,270.744792,-32.853694,,IRAC Map PC,56996352,MGP15_OB151076_OB150845_W4_E02_T014_wk709_p2_s0031,2015-06-27 07:35:05,2015-06-27 07:43:23,11192,"Gould, Andrew"
GRB010612,MB150237_OB151076,269.467667,-31.4725,,IRAC Map PC,56984320,MGP15_MB150237_OB151076_W4_E03_T003_wk709_p3_s0032,2015-06-28 03:04:18,2015-06-28 03:12:45,11192,"Gould, Andrew"
GRB010612,OB151076_OB150845,270.744792,-32.853694,,IRAC Map PC,56955136,MGP15_OB151076_OB150845_W3_E07_T006_wk708_p7_s0058,2015-06-23 01:26:32,2015-06-23 01:34:50,11191,"Gould, Andrew"
GRB010612,OB150845_MB150240,271.088708,-31.580556,,IRAC Map PC,57011968,MGP15_OB150845_MB150240_W4_E06_T021_wk709_p6_s0016,2015-06-30 20:30:20,2015-06-30 20:38:28,11192,"Gould, Andrew"
GRB010612,OB151076_OB150448,270.744792,-32.853694,,IRAC Map PC,57006848,MGP15_OB151076_OB150448_W4_E03_T023_wk709_p3_s0081,2015-06-28 09:46:31,2015-06-28 09:54:59,11192,"Gould, Andrew"
